Country,Current Series,Reference,Value,Type,Product,Status
2,0,GQC,20GQC,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GQE,20GQE,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GQF,20GQF,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GQG,20GQG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GQH,20GQH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GQI,20GQI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GQJ,20GQJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GQK,20GQK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GQL,20GQL,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GQM,20GQM,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GQN,20GQN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GQO,20GQO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GQP,20GQP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GQQ,20GQQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GQR,20GQR,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GQS,20GQS,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GQT,20GQT,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GQU,20GQU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GQV,20GQV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GQX,20GQX,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GQY,20GQY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GQZ,20GQZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GRB,20GRB,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GRJ,20GRJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GRL,20GRL,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GRO,20GRO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GRQ,20GRQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GRV,20GRV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GRZ,20GRZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GSE,20GSE,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GSH,20GSH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GSN,20GSN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GSO,20GSO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GSP,20GSP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GSQ,20GSQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GSV,20GSV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GSZ,20GSZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GTD,20GTD,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GTH,20GTH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GTJ,20GTJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GTN,20GTN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GTQ,20GTQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GTS,20GTS,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GTU,20GTU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GTY,20GTY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GUA,20GUA,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GUB,20GUB,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GUC,20GUC,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GUE,20GUE,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GUF,20GUF,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GUG,20GUG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GUJ,20GUJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GUK,20GUK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GUO,20GUO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GUP,20GUP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GUQ,20GUQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GUR,20GUR,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GUS,20GUS,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GUU,20GUU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GUW,20GUW,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GUX,20GUX,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GVA,20GVA,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GVB,20GVB,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GVD,20GVD,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GVE,20GVE,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GVF,20GVF,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GVH,20GVH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GVI,20GVI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GVJ,20GVJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GVK,20GVK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GVM,20GVM,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GVN,20GVN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GVP,20GVP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GVQ,20GVQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GVR,20GVR,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GVS,20GVS,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GVU,20GVU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GVV,20GVV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GVW,20GVW,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GVY,20GVY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GVZ,20GVZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GWG,20GWG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GWJ,20GWJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GWL,20GWL,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GWO,20GWO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GWQ,20GWQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GWU,20GWU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GWV,20GWV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GWX,20GWX,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GWY,20GWY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GWZ,20GWZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GXA,20GXA,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GXC,20GXC,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GXD,20GXD,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GXF,20GXF,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GXG,20GXG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GXI,20GXI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GXJ,20GXJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GXK,20GXK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GXL,20GXL,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GXM,20GXM,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GXP,20GXP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GXQ,20GXQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GXS,20GXS,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GXT,20GXT,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GXV,20GXV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GXW,20GXW,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GXY,20GXY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GXZ,20GXZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GYA,20GYA,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GYB,20GYB,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GYE,20GYE,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GYF,20GYF,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GYG,20GYG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GYH,20GYH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GYI,20GYI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GYJ,20GYJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GYK,20GYK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GYQ,20GYQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GYR,20GYR,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GYT,20GYT,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GYU,20GYU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GYV,20GYV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GYX,20GYX,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GYY,20GYY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GZB,20GZB,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GZC,20GZC,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GZD,20GZD,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GZE,20GZE,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GZF,20GZF,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GZG,20GZG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GZH,20GZH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GZI,20GZI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GZJ,20GZJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GZK,20GZK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GZL,20GZL,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GZM,20GZM,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GZN,20GZN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GZO,20GZO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GZP,20GZP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GZQ,20GZQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GZU,20GZU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GZW,20GZW,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GZX,20GZX,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GZY,20GZY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,GZZ,20GZZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HBD,20HBD,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HBE,20HBE,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HBH,20HBH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HBI,20HBI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HBJ,20HBJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HBK,20HBK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HBL,20HBL,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HBM,20HBM,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HBP,20HBP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HBQ,20HBQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HBR,20HBR,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HBU,20HBU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HBV,20HBV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HBW,20HBW,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HBX,20HBX,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HBZ,20HBZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HCA,20HCA,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HCC,20HCC,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HCE,20HCE,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HCG,20HCG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HCI,20HCI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HCJ,20HCJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HCL,20HCL,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HCM,20HCM,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HCN,20HCN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HCO,20HCO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HCP,20HCP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HCR,20HCR,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HCS,20HCS,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HCU,20HCU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HCV,20HCV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HCW,20HCW,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HCX,20HCX,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HCY,20HCY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HCZ,20HCZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HDD,20HDD,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HDI,20HDI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HDJ,20HDJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HDL,20HDL,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HDO,20HDO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HDP,20HDP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HDQ,20HDQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HDR,20HDR,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HDT,20HDT,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HDV,20HDV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HDZ,20HDZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HEC,20HEC,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HED,20HED,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HEE,20HEE,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HEG,20HEG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HEH,20HEH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HEI,20HEI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HEK,20HEK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HEM,20HEM,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HEO,20HEO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HEQ,20HEQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HET,20HET,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HEU,20HEU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HEV,20HEV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HEZ,20HEZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HFC,20HFC,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HFD,20HFD,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HFE,20HFE,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HFF,20HFF,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HFG,20HFG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HFH,20HFH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HFJ,20HFJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HFK,20HFK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HFL,20HFL,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HFN,20HFN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HFO,20HFO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HFP,20HFP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HFQ,20HFQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HFR,20HFR,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HFS,20HFS,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HFV,20HFV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HFW,20HFW,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HFX,20HFX,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HFY,20HFY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HFZ,20HFZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HGA,20HGA,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HGD,20HGD,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HGE,20HGE,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HGF,20HGF,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HGH,20HGH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HGI,20HGI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HGK,20HGK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HGM,20HGM,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HGO,20HGO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HGP,20HGP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HGQ,20HGQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HGS,20HGS,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HGT,20HGT,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HGU,20HGU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HGW,20HGW,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HGY,20HGY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HGZ,20HGZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HHA,20HHA,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HHB,20HHB,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HHC,20HHC,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HHD,20HHD,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HHF,20HHF,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HHG,20HHG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HHI,20HHI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HHJ,20HHJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HHK,20HHK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HHL,20HHL,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HHM,20HHM,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HHN,20HHN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HHO,20HHO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HHP,20HHP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HHQ,20HHQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HHR,20HHR,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HHS,20HHS,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HHT,20HHT,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HHV,20HHV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HHW,20HHW,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HHX,20HHX,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HHY,20HHY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HHZ,20HHZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HIA,20HIA,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HIB,20HIB,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HIC,20HIC,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HID,20HID,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HIE,20HIE,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HIF,20HIF,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HIH,20HIH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HIJ,20HIJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HIK,20HIK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HIL,20HIL,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HIO,20HIO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HIQ,20HIQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HIR,20HIR,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HIS,20HIS,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HIU,20HIU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HIW,20HIW,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HIY,20HIY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HJB,20HJB,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HJC,20HJC,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HJF,20HJF,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HJG,20HJG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HJH,20HJH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HJI,20HJI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HJK,20HJK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HJL,20HJL,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HJM,20HJM,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HJN,20HJN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HJO,20HJO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HJQ,20HJQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HJT,20HJT,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HJU,20HJU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HJV,20HJV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HJW,20HJW,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HJX,20HJX,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HJY,20HJY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HKA,20HKA,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HKB,20HKB,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HKD,20HKD,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HKE,20HKE,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HKF,20HKF,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HKG,20HKG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HKH,20HKH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HKI,20HKI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HKJ,20HKJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HKL,20HKL,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HKM,20HKM,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HKO,20HKO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HKP,20HKP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HKQ,20HKQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HKS,20HKS,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HKT,20HKT,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HKU,20HKU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HKV,20HKV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HKW,20HKW,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HKX,20HKX,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HKZ,20HKZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HLA,20HLA,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HLD,20HLD,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HLE,20HLE,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HLF,20HLF,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HLG,20HLG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HLI,20HLI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HLJ,20HLJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HLL,20HLL,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HLN,20HLN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HLQ,20HLQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HLR,20HLR,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HLS,20HLS,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HLU,20HLU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HLV,20HLV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HLX,20HLX,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HLY,20HLY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HLZ,20HLZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HMA,20HMA,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HMC,20HMC,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HME,20HME,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HMG,20HMG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HMI,20HMI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HMK,20HMK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HML,20HML,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HMN,20HMN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HMO,20HMO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HMP,20HMP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HMQ,20HMQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HMR,20HMR,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HMT,20HMT,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HMU,20HMU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HMV,20HMV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HNB,20HNB,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HND,20HND,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HNE,20HNE,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HNG,20HNG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HNH,20HNH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HNI,20HNI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HNL,20HNL,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HNM,20HNM,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HNN,20HNN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HNQ,20HNQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,HNR,20HNR,Call Sign,Amateur Intermediate Radio Licence,Available
