callsign,status,licence_class,last_modified_date,original_start_date
M3ORO,Reserved,,,
M3ORP,Allocated,Amateur Foundation Radio Licence,2024-05-03,2002-01-30
M3ORQ,Allocated,Amateur Foundation Radio Licence,2024-04-14,2006-08-11
M3ORR,Reserved,,,
M3ORS,Reserved,,,
M3ORT,Allocated,Amateur Foundation Radio Licence,2024-06-08,2002-05-25
M3ORU,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-08-11
M3ORV,Reserved,Amateur Foundation Radio Licence,,
M3ORW,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-08-11
M3ORX,Allocated,Amateur Foundation Radio Licence,2024-09-06,2003-05-07
M3ORY,Allocated,Amateur Foundation Radio Licence,2024-07-31,2006-08-15
M3ORZ,Allocated,Amateur Foundation Radio Licence,2024-07-21,2006-08-15
M3OSA,Allocated,Amateur Foundation Radio Licence,2024-08-01,2002-12-30
M3OSB,Reserved,,,
M3OSC,Allocated,Amateur Foundation Radio Licence,2024-07-31,2006-08-15
M3OSD,Allocated,Amateur Foundation Radio Licence,2024-08-02,2006-06-22
M3OSE,Reserved,,,
M3OSF,Allocated,Amateur Foundation Radio Licence,2024-07-31,2006-08-15
M3OSG,Reserved,Amateur Foundation Radio Licence,,
M3OSH,Allocated,Amateur Foundation Radio Licence,2024-03-23,2003-06-27
M3OSI,Allocated,Amateur Foundation Radio Licence,2024-03-27,2006-08-16
M3OSJ,Reserved,,,
M3OSK,Allocated,Amateur Foundation Radio Licence,2024-06-05,2006-08-16
M3OSL,Allocated,Amateur Foundation Radio Licence,2024-04-02,2006-08-16
M3OSM,Allocated,Amateur Foundation Radio Licence,2024-06-22,2007-08-20
M3OSN,Reserved,,,
M3OSO,Reserved,,,
M3OSP,Allocated,Amateur Foundation Radio Licence,2024-07-30,2005-06-15
M3OSQ,Allocated,Amateur Foundation Radio Licence,2024-08-02,2006-08-22
M3OSR,Allocated,Amateur Foundation Radio Licence,2024-07-28,2005-05-30
M3OSS,Allocated,Amateur Foundation Radio Licence,2024-08-02,2006-08-22
M3OST,Reserved,,,
M3OSU,Allocated,Amateur Foundation Radio Licence,2024-08-02,2006-08-22
M3OSV,Reserved,,,
M3OSW,Allocated,Amateur Foundation Radio Licence,2024-08-02,2006-08-22
M3OSX,Allocated,Amateur Foundation Radio Licence,2024-08-02,2006-08-22
M3OSY,Allocated,Amateur Foundation Radio Licence,2024-08-01,2006-06-19
M3OSZ,Reserved,,,
M3OTA,Reserved,,,
M3OTB,Reserved,Amateur Foundation Radio Licence,,
M3OTC,Allocated,Amateur Foundation Radio Licence,2025-03-03,2003-12-22
M3OTD,Allocated,Amateur Foundation Radio Licence,2024-08-01,2006-06-15
M3OTE,Reserved,Amateur Foundation Radio Licence,,
M3OTF,Reserved,,,
M3OTG,Allocated,Amateur Foundation Radio Licence,2024-09-24,2004-07-21
M3OTH,Allocated,Amateur Foundation Radio Licence,2024-07-30,2002-11-06
M3OTI,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-08-22
M3OTJ,Reserved,,,
M3OTK,Reserved,Amateur Foundation Radio Licence,,
M3OTL,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-08-22
M3OTM,Reserved,Amateur Foundation Radio Licence,,
M3OTN,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-08-22
M3OTO,Allocated,Amateur Foundation Radio Licence,2024-07-29,2005-12-22
M3OTP,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-08-23
M3OTQ,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-08-23
M3OTR,Allocated,Amateur Foundation Radio Licence,2024-07-24,2007-05-29
M3OTS,Allocated,Amateur Foundation Radio Licence,2024-03-15,2003-07-17
M3OTT,Reserved,Amateur Foundation Radio Licence,,
M3OTU,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-08-24
M3OTV,Reserved,,,
M3OTW,Reserved,,,
M3OTX,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-08-24
M3OTY,Allocated,Amateur Foundation Radio Licence,2024-07-31,2006-02-28
M3OTZ,Allocated,Amateur Foundation Radio Licence,2024-07-31,2006-08-24
M3OUA,Allocated,Amateur Foundation Radio Licence,2024-04-20,2006-08-24
M3OUB,Allocated,Amateur Foundation Radio Licence,2024-07-31,2006-08-24
M3OUC,Allocated,Amateur Foundation Radio Licence,2024-08-01,2006-08-25
M3OUD,Allocated,Amateur Foundation Radio Licence,2024-08-01,2006-08-25
M3OUE,Allocated,Amateur Foundation Radio Licence,2024-06-18,2006-08-25
M3OUF,Allocated,Amateur Foundation Radio Licence,2024-08-02,2006-08-30
M3OUG,Allocated,Amateur Foundation Radio Licence,2024-08-02,2006-08-30
M3OUH,Allocated,Amateur Foundation Radio Licence,2024-06-05,2006-08-30
M3OUI,Allocated,Amateur Foundation Radio Licence,2024-07-30,2004-08-06
M3OUJ,Allocated,Amateur Foundation Radio Licence,2024-04-18,2002-07-17
M3OUK,Allocated,Amateur Foundation Radio Licence,2024-08-02,2006-08-30
M3OUL,Allocated,Amateur Foundation Radio Licence,2024-09-04,2006-08-30
M3OUM,Allocated,Amateur Foundation Radio Licence,2024-08-02,2006-08-30
M3OUN,Allocated,Amateur Foundation Radio Licence,2024-08-02,2004-03-22
M3OUO,Allocated,Amateur Foundation Radio Licence,2024-04-10,2006-08-31
M3OUP,Allocated,Amateur Foundation Radio Licence,2024-08-01,2006-09-01
M3OUQ,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-09-01
M3OUR,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-09-01
M3OUS,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-09-01
M3OUT,Reserved,Amateur Foundation Radio Licence,,
M3OUU,Reserved,Amateur Foundation Radio Licence,,
M3OUV,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-09-01
M3OUW,Allocated,Amateur Foundation Radio Licence,2024-08-02,2006-06-30
M3OUX,Allocated,Amateur Foundation Radio Licence,2024-03-29,2006-05-17
M3OUY,Reserved,,,
M3OUZ,Allocated,Amateur Foundation Radio Licence,2024-06-18,2006-09-01
M3OVA,Allocated,Amateur Foundation Radio Licence,2024-06-27,2004-12-02
M3OVB,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-09-01
M3OVC,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-09-01
M3OVD,Reserved,,,
M3OVE,Allocated,Amateur Foundation Radio Licence,2025-06-15,2006-03-02
M3OVF,Allocated,Amateur Foundation Radio Licence,2024-04-08,2006-09-01
M3OVG,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-09-04
M3OVH,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-09-05
M3OVI,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-09-05
M3OVJ,Reserved,,,
M3OVK,Reserved,,,
M3OVL,Allocated,Amateur Foundation Radio Licence,2024-04-30,2005-03-31
M3OVM,Allocated,Amateur Foundation Radio Licence,2024-03-14,2006-09-05
M3OVN,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-09-05
M3OVO,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-09-05
M3OVP,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-09-05
M3OVQ,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-09-05
M3OVR,Reserved,,,
M3OVS,Allocated,Amateur Foundation Radio Licence,2024-07-29,2006-09-06
M3OVT,Allocated,Amateur Foundation Radio Licence,2024-07-28,2005-03-10
M3OVU,Allocated,Amateur Foundation Radio Licence,2024-07-29,2006-09-06
M3OVV,Allocated,Amateur Foundation Radio Licence,2024-12-09,2006-08-23
M3OVW,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-09-07
M3OVX,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-09-07
M3OVY,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-09-07
M3OVZ,Reserved,Amateur Foundation Radio Licence,,
M3OWA,Allocated,Amateur Foundation Radio Licence,2024-06-09,2002-07-24
M3OWB,Reserved,,,
M3OWC,Allocated,Amateur Foundation Radio Licence,2024-06-09,2002-07-24
M3OWD,Allocated,Amateur Foundation Radio Licence,2024-07-29,2006-09-11
M3OWE,Reserved,,,
M3OWF,Allocated,Amateur Foundation Radio Licence,2024-06-07,2006-09-11
M3OWG,Reserved,Amateur Foundation Radio Licence,,
M3OWH,Reserved,Amateur Foundation Radio Licence,,
M3OWI,Allocated,Amateur Foundation Radio Licence,2024-06-07,2006-09-11
M3OWJ,Allocated,Amateur Foundation Radio Licence,2024-07-31,2002-07-24
M3OWK,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-09-13
M3OWL,Allocated,Amateur Foundation Radio Licence,2024-02-27,2002-04-30
M3OWM,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-09-13
M3OWN,Allocated,Amateur Foundation Radio Licence,2024-07-30,2003-03-12
M3OWO,Allocated,Amateur Foundation Radio Licence,2024-06-04,2006-09-13
M3OWP,Reserved,,,
M3OWQ,Allocated,Amateur Foundation Radio Licence,2024-07-31,2006-09-14
M3OWR,Allocated,Amateur Foundation Radio Licence,2024-07-31,2006-09-14
M3OWS,Reserved,,,
M3OWT,Allocated,Amateur Foundation Radio Licence,2024-07-28,2002-07-02
M3OWU,Allocated,Amateur Foundation Radio Licence,2024-07-29,2006-09-14
M3OWV,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-09-14
M3OWW,Allocated,Amateur Foundation Radio Licence,2024-08-01,2004-04-20
M3OWX,Allocated,Amateur Foundation Radio Licence,2024-06-20,2006-09-14
M3OWY,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-09-14
M3OWZ,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-09-14
M3OXA,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-09-14
M3OXB,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-09-18
M3OXC,Reserved,,,
M3OXD,Allocated,Amateur Foundation Radio Licence,2024-11-11,2005-10-19
M3OXE,Reserved,,,
M3OXF,Allocated,Amateur Foundation Radio Licence,2024-07-31,2004-10-04
M3OXG,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-09-18
M3OXH,Reserved,,,
M3OXI,Allocated,Amateur Foundation Radio Licence,2024-03-05,2004-12-03
M3OXJ,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-09-18
M3OXK,Reserved,,,
M3OXL,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-09-18
M3OXM,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-09-18
M3OXN,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-09-18
M3OXO,Reserved,,,
M3OXP,Reserved,,,
M3OXQ,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-09-18
M3OXR,Reserved,,,
M3OXS,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-09-18
M3OXT,Allocated,Amateur Foundation Radio Licence,2024-07-29,2006-09-21
M3OXU,Allocated,Amateur Foundation Radio Licence,2024-06-25,2006-04-23
M3OXV,Allocated,Amateur Foundation Radio Licence,2024-06-04,2006-09-21
M3OXW,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-09-21
M3OXX,Allocated,Amateur Foundation Radio Licence,2024-08-01,2006-06-28
M3OXY,Allocated,Amateur Foundation Radio Licence,2024-07-29,2004-07-12
M3OXZ,Reserved,,,
M3OYA,Allocated,Amateur Foundation Radio Licence,2024-07-29,2005-08-05
M3OYB,Allocated,Amateur Foundation Radio Licence,2024-07-31,2002-10-21
M3OYC,Allocated,Amateur Foundation Radio Licence,2024-03-12,2006-04-04
M3OYD,Reserved,,,
M3OYE,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-09-21
M3OYF,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-09-21
M3OYG,Allocated,Amateur Foundation Radio Licence,2024-06-17,2006-09-21
M3OYH,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-09-21
M3OYI,Reserved,Amateur Foundation Radio Licence,,
M3OYJ,Allocated,Amateur Foundation Radio Licence,2024-03-12,2006-09-21
M3OYK,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-09-21
M3OYL,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-09-21
M3OYM,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-09-21
M3OYN,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-09-21
M3OYO,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-09-22
M3OYP,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-09-22
M3OYQ,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-09-26
M3OYR,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-09-26
M3OYS,Allocated,Amateur Foundation Radio Licence,2024-04-02,2006-09-26
M3OYT,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-09-26
M3OYU,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-09-26
M3OYV,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-09-26
M3OYW,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-09-27
M3OYX,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-09-27
M3OYY,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-09-27
M3OYZ,Allocated,Amateur Foundation Radio Licence,2024-06-28,2002-05-31
M3OZA,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-09-27
M3OZB,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-09-27
M3OZC,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-09-27
M3OZD,Allocated,Amateur Foundation Radio Licence,2024-06-13,2006-09-27
M3OZE,Allocated,Amateur Foundation Radio Licence,2024-08-02,2004-06-29
M3OZF,Reserved,,,
M3OZG,Reserved,Amateur Foundation Radio Licence,,
M3OZH,Reserved,Amateur Foundation Radio Licence,,
M3OZI,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-09-18
M3OZJ,Reserved,,,
M3OZK,Allocated,Amateur Foundation Radio Licence,2024-07-29,2006-09-29
M3OZL,Allocated,Amateur Foundation Radio Licence,2024-07-31,2005-11-22
M3OZM,Reserved,,,
M3OZN,Allocated,Amateur Foundation Radio Licence,2024-07-30,2002-05-31
M3OZO,Reserved,,,
M3OZP,Allocated,Amateur Foundation Radio Licence,2024-06-08,2006-10-03
M3OZQ,Allocated,Amateur Foundation Radio Licence,2025-01-30,2006-10-03
M3OZR,Allocated,Amateur Foundation Radio Licence,2024-09-07,2008-06-03
M3OZS,Allocated,Amateur Foundation Radio Licence,2024-07-29,2006-10-03
M3OZT,Allocated,Amateur Foundation Radio Licence,2024-07-29,2006-10-03
M3OZU,Allocated,Amateur Foundation Radio Licence,2024-07-29,2006-10-04
M3OZV,Allocated,Amateur Foundation Radio Licence,2024-06-21,2006-10-04
M3OZW,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-10-04
M3OZX,Allocated,Amateur Foundation Radio Licence,2024-07-29,2004-06-04
M3OZY,Allocated,Amateur Foundation Radio Licence,2024-07-28,2002-05-14
M3OZZ,Allocated,Amateur Foundation Radio Licence,2024-07-26,2014-01-10
M3PAA,Allocated,Amateur Foundation Radio Licence,2024-07-30,2002-06-26
M3PAB,Allocated,Amateur Foundation Radio Licence,2024-07-26,2007-10-31
M3PAC,Reserved,Amateur Foundation Radio Licence,,
M3PAD,Reserved,,,
M3PAE,Allocated,Amateur Foundation Radio Licence,2024-07-30,2004-05-17
M3PAF,Reserved,,,
M3PAG,Reserved,,,
M3PAH,Reserved,,,
M3PAI,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-10-04
M3PAJ,Allocated,Amateur Foundation Radio Licence,2024-05-03,2002-06-26
M3PAK,Allocated,Amateur Foundation Radio Licence,2024-07-30,2002-09-09
M3PAL,Reserved,,,
M3PAM,Reserved,,,
M3PAN,Reserved,,,
M3PAO,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-10-04
M3PAP,Allocated,Amateur Foundation Radio Licence,2024-07-29,2004-12-01
M3PAQ,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-10-04
M3PAR,Reserved,,,
M3PAS,Reserved,,,
M3PAT,Reserved,,,
M3PAU,Allocated,Amateur Foundation Radio Licence,2024-06-18,2007-03-14
M3PAV,Reserved,,,
M3PAW,Reserved,,,
M3PAX,Allocated,Amateur Foundation Radio Licence,2024-05-21,2006-10-04
M3PAY,Reserved,,,
M3PAZ,Reserved,,,
M3PBA,Allocated,Amateur Foundation Radio Licence,2024-07-28,2002-05-09
M3PBB,Allocated,Amateur Foundation Radio Licence,2024-07-30,2003-11-13
M3PBC,Reserved,,,
M3PBD,Allocated,Amateur Foundation Radio Licence,2024-06-23,2006-07-14
M3PBE,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-10-04
M3PBF,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-10-04
M3PBG,Reserved,,,
M3PBH,Allocated,Amateur Foundation Radio Licence,2024-04-07,2006-10-04
M3PBI,Reserved,,,
M3PBJ,Allocated,Amateur Foundation Radio Licence,2024-07-28,2003-03-17
M3PBK,Allocated,Amateur Foundation Radio Licence,2025-01-20,2006-02-13
M3PBM,Allocated,Amateur Foundation Radio Licence,2024-08-02,2003-04-09
M3PBN,Reserved,,,
M3PBO,Reserved,,,
M3PBP,Allocated,Amateur Foundation Radio Licence,2024-07-29,2003-09-25
M3PBQ,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-10-04
M3PBR,Allocated,Amateur Foundation Radio Licence,2024-08-01,2004-08-12
M3PBS,Reserved,,,
M3PBT,Reserved,,,
M3PBU,Allocated,Amateur Foundation Radio Licence,2024-07-29,2006-10-05
M3PBV,Allocated,Amateur Foundation Radio Licence,2024-03-22,2006-10-05
M3PBW,Allocated,Amateur Foundation Radio Licence,2024-06-28,2002-06-28
M3PBX,Reserved,,,
M3PBY,Reserved,Amateur Foundation Radio Licence,,
M3PBZ,Allocated,Amateur Foundation Radio Licence,2024-07-31,2002-11-08
M3PCA,Allocated,Amateur Foundation Radio Licence,2024-04-19,2003-05-16
M3PCB,Allocated,Amateur Foundation Radio Licence,2024-03-07,2002-05-22
M3PCC,Allocated,Amateur Foundation Radio Licence,2024-07-28,2002-05-14
M3PCD,Reserved,,,
M3PCE,Reserved,,,
M3PCF,Allocated,Amateur Foundation Radio Licence,2024-03-31,2003-10-23
M3PCG,Reserved,,,
M3PCH,Reserved,,,
M3PCI,Reserved,,,
M3PCJ,Reserved,,,
M3PCK,Allocated,Amateur Foundation Radio Licence,2024-08-15,2024-08-15
M3PCL,Reserved,Amateur Foundation Radio Licence,,
M3PCM,Allocated,Amateur Foundation Radio Licence,2024-09-05,2002-04-08
M3PCN,Reserved,,,
M3PCO,Reserved,,,
M3PCP,Allocated,Amateur Foundation Radio Licence,2024-07-23,2011-11-14
M3PCQ,Allocated,Amateur Foundation Radio Licence,2024-08-02,2005-07-01
M3PCR,Reserved,,,
M3PCS,Reserved,Amateur Foundation Radio Licence,,
M3PCT,Reserved,,,
M3PCU,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-10-09
M3PCV,Reserved,,,
M3PCW,Allocated,Amateur Foundation Radio Licence,2024-07-28,2002-07-03
M3PCX,Allocated,Amateur Foundation Radio Licence,2024-07-31,2002-06-06
M3PCY,Reserved,Amateur Foundation Radio Licence,,
M3PCZ,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-10-09
M3PDA,Allocated,Amateur Foundation Radio Licence,2024-08-02,2004-02-06
M3PDB,Reserved,,,
M3PDC,Allocated,Amateur Foundation Radio Licence,2024-06-12,2003-02-18
M3PDD,Allocated,Amateur Foundation Radio Licence,2024-08-02,2006-08-30
M3PDE,Allocated,Amateur Foundation Radio Licence,2024-04-05,2002-04-29
M3PDF,Reserved,,,
M3PDG,Allocated,Amateur Foundation Radio Licence,2024-07-29,2004-06-04
M3PDH,Reserved,Amateur Foundation Radio Licence,,
M3PDI,Allocated,Amateur Foundation Radio Licence,2024-09-05,2006-10-09
M3PDJ,Reserved,,,
M3PDK,Allocated,Amateur Foundation Radio Licence,2024-07-03,2006-10-09
M3PDL,Allocated,Amateur Foundation Radio Licence,2024-07-22,2007-02-26
M3PDM,Allocated,Amateur Foundation Radio Licence,2024-09-05,2002-06-21
M3PDN,Allocated,Amateur Foundation Radio Licence,2024-07-30,2005-06-14
M3PDO,Reserved,,,
M3PDP,Allocated,Amateur Foundation Radio Licence,2024-08-02,2003-10-01
M3PDQ,Reserved,,,
M3PDR,Reserved,,,
M3PDS,Allocated,Amateur Foundation Radio Licence,2024-07-30,2003-02-15
M3PDT,Reserved,,,
M3PDU,Allocated,Amateur Foundation Radio Licence,2024-07-03,2006-10-09
M3PDV,Reserved,Amateur Foundation Radio Licence,,
M3PDW,Reserved,,,
M3PDX,Reserved,Amateur Foundation Radio Licence,,
M3PDY,Allocated,Amateur Foundation Radio Licence,2024-07-28,2004-02-04
M3PDZ,Reserved,,,
M3PEA,Reserved,,,
M3PEB,Reserved,,,
M3PEC,Reserved,,,
M3PED,Reserved,,,
M3PEE,Reserved,,,
M3PEF,Reserved,,,
M3PEG,Allocated,Amateur Foundation Radio Licence,2024-09-07,2002-10-23
M3PEH,Allocated,Amateur Foundation Radio Licence,2024-06-07,2006-10-10
M3PEI,Allocated,Amateur Foundation Radio Licence,2025-03-03,2006-10-10
M3PEJ,Allocated,Amateur Foundation Radio Licence,2024-07-31,2005-12-15
M3PEK,Allocated,Amateur Foundation Radio Licence,2025-04-21,2006-10-10
M3PEL,Reserved,,,
M3PEM,Reserved,,,
M3PEN,Reserved,,,
M3PEO,Allocated,Amateur Foundation Radio Licence,2024-07-31,2005-08-26
M3PEP,Allocated,Amateur Foundation Radio Licence,2024-07-28,2002-07-03
M3PEQ,Allocated,Amateur Foundation Radio Licence,2024-08-02,2007-02-09
M3PER,Allocated,Amateur Foundation Radio Licence,2024-07-28,2002-11-28
M3PES,Reserved,,,
M3PET,Reserved,,,
M3PEU,Reserved,,,
M3PEV,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-10-10
M3PEW,Allocated,Amateur Foundation Radio Licence,2024-07-29,2002-11-02
M3PEX,Allocated,Amateur Foundation Radio Licence,2024-09-04,2006-10-10
M3PEY,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-10-10
M3PEZ,Reserved,,,
M3PFA,Allocated,Amateur Foundation Radio Licence,2024-06-13,2006-10-10
M3PFB,Reserved,,,
M3PFC,Reserved,,,
M3PFD,Allocated,Amateur Foundation Radio Licence,2024-07-30,2005-04-04
M3PFE,Allocated,Amateur Foundation Radio Licence,2024-07-30,2003-05-23
M3PFF,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-10-10
M3PFG,Allocated,Amateur Foundation Radio Licence,2024-07-31,2004-11-01
M3PFH,Reserved,,,
M3PFI,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-10-10
M3PFJ,Reserved,,,
M3PFK,Allocated,Amateur Foundation Radio Licence,2024-05-16,2004-07-22
M3PFL,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-10-10
M3PFM,Allocated,Amateur Foundation Radio Licence,2024-07-31,2003-02-18
M3PFN,Allocated,Amateur Foundation Radio Licence,2024-06-05,2006-10-13
M3PFO,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-10-13
M3PFP,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-10-16
M3PFQ,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-10-16
M3PFR,Reserved,Amateur Foundation Radio Licence,,
M3PFS,Allocated,Amateur Foundation Radio Licence,2024-07-28,2002-07-02
M3PFT,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-10-16
M3PFU,Allocated,Amateur Foundation Radio Licence,2024-07-31,2004-02-20
M3PFV,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-10-16
M3PFW,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-10-16
M3PFX,Reserved,,,
M3PFY,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-10-17
M3PFZ,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-10-17
M3PGA,Reserved,,,
M3PGB,Allocated,Amateur Foundation Radio Licence,2024-07-30,2002-02-18
M3PGC,Reserved,,,
M3PGD,Allocated,Amateur Foundation Radio Licence,2024-08-01,2002-05-24
M3PGE,Reserved,,,
M3PGF,Reserved,,,
M3PGG,Reserved,,,
M3PGH,Allocated,Amateur Foundation Radio Licence,2024-08-01,2002-05-24
M3PGI,Allocated,Amateur Foundation Radio Licence,2024-07-31,2006-03-28
M3PGJ,Allocated,Amateur Foundation Radio Licence,2024-08-02,2002-10-23
M3PGK,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-10-18
M3PGL,Allocated,Amateur Foundation Radio Licence,2024-06-17,2004-02-13
M3PGM,Allocated,Amateur Foundation Radio Licence,2024-07-21,2007-02-13
M3PGN,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-10-18
M3PGO,Allocated,Amateur Foundation Radio Licence,2024-07-31,2004-02-24
M3PGP,Reserved,,,
M3PGQ,Allocated,Amateur Foundation Radio Licence,2024-07-28,2007-01-26
M3PGR,Allocated,Amateur Foundation Radio Licence,2024-06-04,2006-10-27
M3PGS,Allocated,Amateur Foundation Radio Licence,2025-08-09,2010-03-15
M3PGT,Reserved,,,
M3PGU,Allocated,Amateur Foundation Radio Licence,2024-05-20,2006-10-18
M3PGV,Allocated,Amateur Foundation Radio Licence,2024-04-06,2006-10-18
M3PGW,Allocated,Amateur Foundation Radio Licence,2024-06-12,2015-12-22
M3PGX,Allocated,Amateur Foundation Radio Licence,2024-06-18,2006-10-18
M3PGY,Allocated,Amateur Foundation Radio Licence,2024-06-08,2006-10-18
M3PGZ,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-10-18
M3PHA,Reserved,,,
M3PHB,Allocated,Amateur Foundation Radio Licence,2024-07-28,2003-11-19
M3PHC,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-10-18
M3PHD,Reserved,,,
M3PHE,Reserved,,,
M3PHF,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-10-18
M3PHG,Allocated,Amateur Foundation Radio Licence,2024-07-29,2006-09-06
M3PHH,Reserved,,,
M3PHI,Allocated,Amateur Foundation Radio Licence,2024-07-28,2002-10-03
M3PHJ,Allocated,Amateur Foundation Radio Licence,2024-06-08,2004-11-03
M3PHK,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-10-18
M3PHL,Reserved,,,
M3PHM,Reserved,,,
M3PHN,Allocated,Amateur Foundation Radio Licence,2024-08-01,2004-04-20
M3PHO,Allocated,Amateur Foundation Radio Licence,2024-04-30,2003-12-30
M3PHP,Allocated,Amateur Foundation Radio Licence,2025-07-29,2002-02-27
M3PHQ,Allocated,Amateur Foundation Radio Licence,2024-06-17,2006-10-19
M3PHR,Allocated,Amateur Foundation Radio Licence,2024-08-01,2004-11-17
M3PHS,Allocated,Amateur Foundation Radio Licence,2024-08-01,2002-06-21
M3PHT,Reserved,,,
M3PHU,Reserved,,,
M3PHV,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-10-19
M3PHW,Reserved,,,
M3PHX,Allocated,Amateur Foundation Radio Licence,2024-09-05,2003-10-29
M3PHY,Reserved,,,
M3PHZ,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-10-19
M3PIA,Allocated,Amateur Foundation Radio Licence,2024-03-25,2003-09-25
M3PIB,Reserved,Amateur Foundation Radio Licence,,
M3PIC,Reserved,Amateur Foundation Radio Licence,,
M3PID,Reserved,,,
M3PIE,Reserved,,,
